"city","interval","scenario_id","TH_URBAN","TH_RURAL","BUFFER_M","K_RURAL_MAX","RURAL_MAX_M","ELEV_TOL_M","n_urban_px","n_rural_px","lst_urban_median","lst_rural_median","suhi_delta_median_C","window","n_points","spearman_rho","pearson_r","entropy_iqr","entropy_sd","entropy_range","suhi_iqr","suhi_sd","suhi_range","aic_null","aic_lin","aic_quad","aic_ns3","aicc_null","aicc_lin","aicc_quad","aicc_ns3","best_model","best_aicc","delta_aicc_vs_null","best_r2"
"CRAIOVA","2021-2025","U0.40_R0.20_buf1500_k3.0_tol1000",0.4,0.2,1500,3,11351.4846065455,1000,59019,473272,41.8427238464355,41.5043411254883,0.338382720947266,"H_90",615,-0.2893003647423,-0.12198460758792,0.087817370891571,0.0841505476280742,0.380691260099411,2.05337551500001,2.00618856622811,19.85527818,2604.66470601738,2597.44458542702,2593.06757549864,2593.08277691561,2604.67123130286,2597.46419327015,2593.10685536771,2593.1483506861,"quad",2593.10685536771,-11.5643759351515,0.0250422944374096
"CRAIOVA","2021-2025","U0.40_R0.20_buf1500_k3.0_tol1000",0.4,0.2,1500,3,11351.4846065455,1000,59019,473272,41.8427238464355,41.5043411254883,0.338382720947266,"H_150",615,-0.320929962495649,-0.158465432640058,0.109772443771362,0.0904895122016923,0.393910437822342,2.05337551500001,2.00618856622811,19.85527818,2604.66470601738,2591.02404968455,2588.9504989782,2587.95794730379,2604.67123130286,2591.04365752769,2588.98977884727,2588.02352107428,"ns3",2588.02352107428,-16.6477102285721,0.0362482698544756
"CRAIOVA","2021-2025","U0.40_R0.20_buf1500_k3.0_tol1000",0.4,0.2,1500,3,11351.4846065455,1000,59019,473272,41.8427238464355,41.5043411254883,0.338382720947266,"H_300",615,-0.326186085411063,-0.193797256100492,0.157822757959366,0.104679183738853,0.428605586290359,2.05337551500001,2.00618856622811,19.85527818,2604.66470601738,2583.12199770997,2585.06091586169,2580.47820755294,2604.67123130286,2583.14160555311,2585.10019573075,2580.54378132343,"ns3",2580.54378132343,-24.1274499794254,0.0478986000787884
"CRAIOVA","2021-2025","U0.40_R0.20_buf1500_k3.0_tol1000",0.4,0.2,1500,3,11351.4846065455,1000,59019,473272,41.8427238464355,41.5043411254883,0.338382720947266,"H_600",615,-0.309163355102199,-0.21037240564916,0.188137352466583,0.115325213400366,0.424040704965591,2.05337551500001,2.00618856622811,19.85527818,2604.66470601738,2578.82626441643,2579.691090706,2578.9883118,2604.67123130286,2578.84587225957,2579.73037057506,2579.05388557049,"lin",2578.84587225957,-25.825359043291,0.0442565490586148
"CRAIOVA","2021-2025","U0.20_R0.10_buf500_k1.5_tol2000",0.2,0.1,500,1.5,5675.74230327274,2000,63977,151130,41.7538566589355,41.1967163085938,0.557140350341797,"H_90",656,-0.331214892146943,-0.198444209750214,0.126437619328499,0.106042171668803,0.431849747896194,2.1025095525,2.0193834934942,19.85527818,2786.71004242302,2762.35427265163,2762.14370215788,2760.3922034206,2786.71615863097,2762.37264937445,2762.18051197383,2760.45364735302,"ns3",2760.45364735302,-26.2625112779533,0.0480711634227508
"CRAIOVA","2021-2025","U0.20_R0.10_buf500_k1.5_tol2000",0.2,0.1,500,1.5,5675.74230327274,2000,63977,151130,41.7538566589355,41.1967163085938,0.557140350341797,"H_150",656,-0.362759214145931,-0.227775482400691,0.147193163633347,0.107800344297289,0.430548638105392,2.1025095525,2.0193834934942,19.85527818,2786.71004242302,2753.76100987812,2753.90370860392,2752.06805164815,2786.71615863097,2753.77938660093,2753.94051841988,2752.12949558056,"ns3",2752.12949558056,-34.586663050412,0.0600741165590847
"CRAIOVA","2021-2025","U0.20_R0.10_buf500_k1.5_tol2000",0.2,0.1,500,1.5,5675.74230327274,2000,63977,151130,41.7538566589355,41.1967163085938,0.557140350341797,"H_300",656,-0.366512610099768,-0.255682907733455,0.187394544482231,0.114146682614674,0.437887817621231,2.1025095525,2.0193834934942,19.85527818,2786.71004242302,2744.35882608773,2746.13565839835,2743.38318044091,2786.71615863097,2744.37720281055,2746.1724682143,2743.44462437332,"ns3",2743.44462437332,-43.2715342576521,0.0724359100097311
"CRAIOVA","2021-2025","U0.20_R0.10_buf500_k1.5_tol2000",0.2,0.1,500,1.5,5675.74230327274,2000,63977,151130,41.7538566589355,41.1967163085938,0.557140350341797,"H_600",656,-0.351214222432816,-0.265949938075258,0.204945102334023,0.119396030419244,0.435644418001175,2.1025095525,2.0193834934942,19.85527818,2786.71004242302,2740.58898603732,2737.98579190925,2736.5784084951,2786.71615863097,2740.60736276014,2738.0226017252,2736.63985242751,"ns3",2736.63985242751,-50.0763062034584,0.0820079193428827
"CRAIOVA","2021-2025","U0.30_R0.10_buf500_k1.5_tol2000",0.3,0.1,500,1.5,5675.74230327274,2000,60901,151130,41.8051261901855,41.1967163085938,0.608409881591797,"H_90",629,-0.320756530704864,-0.168199052385591,0.104202032089233,0.0943398773545358,0.399522334337234,2.10208229999998,2.015003945132,19.85527818,2669.4052898399,2653.35373143621,2652.16055374159,2650.89825615536,2669.41166942523,2653.37290076528,2652.19895374159,2650.96235871946,"ns3",2650.96235871946,-18.4493107057629,0.0382126452892168
"CRAIOVA","2021-2025","U0.30_R0.10_buf500_k1.5_tol2000",0.3,0.1,500,1.5,5675.74230327274,2000,60901,151130,41.8051261901855,41.1967163085938,0.608409881591797,"H_150",629,-0.354901101421382,-0.20188600746286,0.123932540416718,0.0978269428764274,0.393910437822342,2.10208229999998,2.015003945132,19.85527818,2669.4052898399,2645.23143741721,2644.92363825968,2643.1047104598,2669.41166942523,2645.25060674628,2644.96203825968,2643.1688130239,"ns3",2643.1688130239,-26.2428564013253,0.0500560275207825
"CRAIOVA","2021-2025","U0.30_R0.10_buf500_k1.5_tol2000",0.3,0.1,500,1.5,5675.74230327274,2000,60901,151130,41.8051261901855,41.1967163085938,0.608409881591797,"H_300",629,-0.356957484176343,-0.233677588117192,0.167259216308594,0.10763515042138,0.40600261092186,2.10208229999998,2.015003945132,19.85527818,2669.4052898399,2636.0852559937,2637.76225149237,2632.25946130658,2669.41166942523,2636.10442532277,2637.80065149237,2632.32356387068,"ns3",2632.32356387068,-37.088105554541,0.0662946130025873
"CRAIOVA","2021-2025","U0.30_R0.10_buf500_k1.5_tol2000",0.3,0.1,500,1.5,5675.74230327274,2000,60901,151130,41.8051261901855,41.1967163085938,0.608409881591797,"H_600",629,-0.339437520692677,-0.245274519111032,0.196297109127045,0.115070888133261,0.421791940927505,2.10208229999998,2.015003945132,19.85527818,2669.4052898399,2632.37886254024,2629.82085787908,2627.00178365389,2669.41166942523,2632.39803186932,2629.85925787908,2627.06588621799,"ns3",2627.06588621799,-42.3457832072336,0.074066730394514
"CRAIOVA","2021-2025","U0.40_R0.10_buf500_k1.5_tol2000",0.4,0.1,500,1.5,5675.74230327274,2000,57656,151130,41.8632316589355,41.1967163085938,0.666515350341797,"H_90",602,-0.301104143784872,-0.128477387829394,0.0871863067150116,0.0834618635537053,0.380691260099411,2.05166650499999,2.01870459503853,19.85527818,2557.1582058941,2549.13840448517,2544.90670227147,2545.14786487906,2557.16487256077,2549.15843787415,2544.94683605073,2545.2148665541,"quad",2544.94683605073,-12.2180365100367,0.0266347221268093
"CRAIOVA","2021-2025","U0.40_R0.10_buf500_k1.5_tol2000",0.4,0.1,500,1.5,5675.74230327274,2000,57656,151130,41.8632316589355,41.1967163085938,0.666515350341797,"H_150",602,-0.335277890127143,-0.167228145426303,0.106305316090584,0.089495837821739,0.393910437822342,2.05166650499999,2.01870459503853,19.85527818,2557.1582058941,2542.08324234237,2540.46103591992,2539.46636479534,2557.16487256077,2542.10327573135,2540.50116969918,2539.53336647039,"ns3",2539.53336647039,-17.6315060903798,0.0385908611282664
"CRAIOVA","2021-2025","U0.40_R0.10_buf500_k1.5_tol2000",0.4,0.1,500,1.5,5675.74230327274,2000,57656,151130,41.8632316589355,41.1967163085938,0.666515350341797,"H_300",602,-0.335302284348429,-0.201476331860243,0.152336701750755,0.102826735716587,0.397808521986008,2.05166650499999,2.01870459503853,19.85527818,2557.1582058941,2534.21157040173,2536.18758039907,2530.33183003707,2557.16487256077,2534.23160379071,2536.22771417833,2530.39883171212,"ns3",2530.39883171212,-26.7660408486499,0.0530688233318719
"CRAIOVA","2021-2025","U0.40_R0.10_buf500_k1.5_tol2000",0.4,0.1,500,1.5,5675.74230327274,2000,57656,151130,41.8632316589355,41.1967163085938,0.666515350341797,"H_600",602,-0.315229773006932,-0.214800700275523,0.183740496635437,0.112585152953029,0.421791940927505,2.05166650499999,2.01870459503853,19.85527818,2557.1582058941,2530.72112386988,2530.20638294892,2527.84537413964,2557.16487256077,2530.74115725886,2530.24651672819,2527.91237581468,"ns3",2527.91237581468,-29.2524967460845,0.0569718912143983
"CRAIOVA","2021-2025","U0.20_R0.20_buf500_k1.5_tol2000",0.2,0.2,500,1.5,5675.74230327274,2000,63977,151833,41.7538566589355,41.2035522460938,0.550304412841797,"H_90",656,-0.331214892146943,-0.198444209750214,0.126437619328499,0.106042171668803,0.431849747896194,2.1025095525,2.0193834934942,19.85527818,2786.71004242302,2762.35427265163,2762.14370215788,2760.3922034206,2786.71615863097,2762.37264937445,2762.18051197383,2760.45364735302,"ns3",2760.45364735302,-26.2625112779533,0.0480711634227508
"CRAIOVA","2021-2025","U0.20_R0.20_buf500_k1.5_tol2000",0.2,0.2,500,1.5,5675.74230327274,2000,63977,151833,41.7538566589355,41.2035522460938,0.550304412841797,"H_150",656,-0.362759214145931,-0.227775482400691,0.147193163633347,0.107800344297289,0.430548638105392,2.1025095525,2.0193834934942,19.85527818,2786.71004242302,2753.76100987812,2753.90370860392,2752.06805164815,2786.71615863097,2753.77938660093,2753.94051841988,2752.12949558056,"ns3",2752.12949558056,-34.586663050412,0.0600741165590847
"CRAIOVA","2021-2025","U0.20_R0.20_buf500_k1.5_tol2000",0.2,0.2,500,1.5,5675.74230327274,2000,63977,151833,41.7538566589355,41.2035522460938,0.550304412841797,"H_300",656,-0.366512610099768,-0.255682907733455,0.187394544482231,0.114146682614674,0.437887817621231,2.1025095525,2.0193834934942,19.85527818,2786.71004242302,2744.35882608773,2746.13565839835,2743.38318044091,2786.71615863097,2744.37720281055,2746.1724682143,2743.44462437332,"ns3",2743.44462437332,-43.2715342576521,0.0724359100097311
"CRAIOVA","2021-2025","U0.20_R0.20_buf500_k1.5_tol2000",0.2,0.2,500,1.5,5675.74230327274,2000,63977,151833,41.7538566589355,41.2035522460938,0.550304412841797,"H_600",656,-0.351214222432816,-0.265949938075258,0.204945102334023,0.119396030419244,0.435644418001175,2.1025095525,2.0193834934942,19.85527818,2786.71004242302,2740.58898603732,2737.98579190925,2736.5784084951,2786.71615863097,2740.60736276014,2738.0226017252,2736.63985242751,"ns3",2736.63985242751,-50.0763062034584,0.0820079193428827
"CRAIOVA","2021-2025","U0.30_R0.20_buf500_k1.5_tol2000",0.3,0.2,500,1.5,5675.74230327274,2000,60901,151833,41.8051261901855,41.2035522460938,0.601573944091797,"H_90",629,-0.320756530704864,-0.168199052385591,0.104202032089233,0.0943398773545358,0.399522334337234,2.10208229999998,2.015003945132,19.85527818,2669.4052898399,2653.35373143621,2652.16055374159,2650.89825615536,2669.41166942523,2653.37290076528,2652.19895374159,2650.96235871946,"ns3",2650.96235871946,-18.4493107057629,0.0382126452892168
"CRAIOVA","2021-2025","U0.30_R0.20_buf500_k1.5_tol2000",0.3,0.2,500,1.5,5675.74230327274,2000,60901,151833,41.8051261901855,41.2035522460938,0.601573944091797,"H_150",629,-0.354901101421382,-0.20188600746286,0.123932540416718,0.0978269428764274,0.393910437822342,2.10208229999998,2.015003945132,19.85527818,2669.4052898399,2645.23143741721,2644.92363825968,2643.1047104598,2669.41166942523,2645.25060674628,2644.96203825968,2643.1688130239,"ns3",2643.1688130239,-26.2428564013253,0.0500560275207825
